id,long,lat,banco,red,ubicacion,localidad,terminales,no_vidente,dolares,calle,altura,calle2,barrio,comuna,codigo_postal,codigo_postal_argentino
11073,-58.3709017854754,-34.605812942035,NUEVO BANCO DE SANTA FE S.A.,LINK,25 De Mayo 168,CABA,1,False,False,25 De Mayo,168,,San Nicolas,Comuna 1,1002,C1002ABD
11059,-58.3709757833981,-34.6050839250446,BANCO DE LA NACION ARGENTINA,LINK,25 De Mayo 230,CABA,1,False,False,25 De Mayo,230,,San Nicolas,Comuna 1,1002,C1002ABF
11033,-58.3709727797638,-34.6045919138361,BANCO DEL CHUBUT S.A.,LINK,25 De Mayo 267/73,CABA,1,False,False,25 De Mayo,267,,San Nicolas,Comuna 1,1002,C1002ABE
11069,-58.3709827791731,-34.6044499105482,BANCO DE SANTA CRUZ S.A.,LINK,25 De Mayo 279,CABA,1,False,False,25 De Mayo,279,,San Nicolas,Comuna 1,1002,C1002ABE
11046,-58.370993778539,-34.6042959069817,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,25 De Mayo 294 esquina Sarmiento,CABA,1,False,False,25 De Mayo,294,,San Nicolas,Comuna 1,1002,C1002ABF
11020,-58.3711237709099,-34.6024568644006,BANCO DE FORMOSA S.A.,LINK,25 De Mayo 454 piso -,CABA,1,False,False,25 De Mayo,454,,San Nicolas,Comuna 1,1002,C1002ABJ
10883,-58.4191961475733,-34.6512727437165,BANCO DE LA NACION ARGENTINA,LINK,Abraham Luppi 1090,CABA,3,False,False,Abraham Luppi,1090,,Nueva Pompeya,Comuna 4,1437,C1437FRD
11784,-58.413531229957,-34.5564426089084,BANCO DE LA NACION ARGENTINA,LINK,Aeroparque s/n,CABA,1,False,False,,0,,,,,
11697,-58.3652916646075,-34.6220423397099,CABAL COOP. LTDA.,LINK,Alicia M. De Justo 2036,CABA,2,False,False,Alicia M. De Justo,2036,,Puerto Madero,Comuna 1,1107,C1107AFP
11381,-58.3855564406903,-34.6110359897049,BANCO DE LA NACION ARGENTINA,LINK,Alsina 1356,CABA,4,False,False,Alsina,1356,,Monserrat,Comuna 1,,
11396,-58.387486522984,-34.61116298318,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Alsina 1502,CABA,1,False,False,Alsina,1502,,Monserrat,Comuna 1,,
11386,-58.3715858446835,-34.6100710358411,BANCO DE LA NACION ARGENTINA,LINK,Alsina 365,CABA,3,False,False,Alsina,365,,Monserrat,Comuna 1,1087,C1087AAC
11393,-58.3754480100306,-34.6104190249488,CABAL COOP. LTDA.,LINK,Alsina 637,CABA,2,False,False,Alsina,637,,Monserrat,Comuna 1,1087,C1087AAI
11206,-58.4385216005405,-34.6008154974907,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Araoz 265, entre Camargo y Luis M. Drago",CABA,1,False,False,Araoz,265,,Villa Crespo,Comuna 15,1414,C1414DPE
11709,-58.3787580334051,-34.5941286372598,BANCO DE LA NACION ARGENTINA,LINK,"Arenales 819, entre Esmeralda y Suipacha",CABA,1,False,False,Arenales,819,,Retiro,Comuna 1,1061,C1061AAC
11667,-58.4393097053742,-34.6107987212742,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Acoyte 702,CABA,1,False,False,Av. Acoyte,702,,Caballito,Comuna 6,1405,C1405BGS
11665,-58.4369096517489,-34.6174268842347,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Acoyte 71,CABA,5,False,False,Av. Acoyte,71,,Caballito,Comuna 6,1405,C1405BFA
11683,-58.4131658327117,-34.6428425807145,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Almafuerte 406,CABA,1,False,False,Av. Almafuerte,406,,Parque Patricios,Comuna 4,1437,C1437JLR
11678,-58.359324501655,-34.6344876529296,BANCO DE LA NACION ARGENTINA,LINK,Av. Almirante Brown 1101,CABA,4,False,False,Av. Almirante Brown,1101,,Boca,Comuna 4,1159,C1159ABD
11679,-58.3661857483943,-34.6285014828025,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Almirante Brown 240,CABA,1,False,False,Av. Almirante Brown,240,,Boca,Comuna 4,1155,C1155ADP
11775,-58.5113778385173,-34.624003667776,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Alvarez Jonte 5269,CABA,2,False,False,Av. Alvarez Jonte,5269,,Monte Castro,Comuna 10,1407,C1407GPG
11226,-58.5114938424317,-34.6238686641238,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Alvarez Jonte 5269/79,CABA,1,False,False,Av. Alvarez Jonte,5269,,Monte Castro,Comuna 10,1407,C1407GPG
11776,-58.5116268508495,-34.62425767234,BANCO DE LA NACION ARGENTINA,LINK,Av. Alvarez Jonte 5298,CABA,3,False,False,Av. Alvarez Jonte,5298,,Monte Castro,Comuna 10,1407,C1407GPT
11534,-58.5209163088158,-34.6334358358206,BANCO DE LA NACION ARGENTINA,LINK,Av. Alvarez Jonte 6383,CABA,1,False,False,Av. Alvarez Jonte,6383,,Liniers,Comuna 9,1408,C1408BXF
11228,-58.4694007421392,-34.57856483887,BANCO DE LA NACION ARGENTINA,LINK,Av. Alvarez Thomas 1994,CABA,2,False,False,Av. Alvarez Thomas,1994,,Villa Ortuzar,Comuna 15,1427,C1427CDT
10988,-58.3897204463276,-34.5872314265448,BANCO DE LA NACION ARGENTINA,LINK,Av. Alvear 1936,CABA,2,False,False,Av. Alvear,1936,,Recoleta,Comuna 2,1129,C1129AAO
11676,-58.3847065735733,-34.6346515328516,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Amancio Alcorta 1502,CABA,1,False,False,Av. Amancio Alcorta,1502,,Barracas,Comuna 4,1283,C1283AAO
10886,-58.4031054419114,-34.6475307370393,BANCO DE LA NACION ARGENTINA,LINK,Av. Amancio Alcorta 3000,CABA,1,False,False,Av. Amancio Alcorta,3000,,Nueva Pompeya,Comuna 4,1437,C1437HTR
11713,-58.3733827337195,-34.5838734296742,BANCO DE LA NACION ARGENTINA,LINK,Av. Antártida Argentina s/n esquina Av. Gendarmerí,CABA,1,False,False,,0,,,,,
11431,-58.434562675569,-34.6345322860956,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Asamblea 642, entre Bell Ville y Riglos",CABA,2,False,False,Av. Asamblea,642,,Parque Chacabuco,Comuna 7,1424,C1424COU
11429,-58.4362637485663,-34.6347072817448,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Asamblea 821/27,CABA,3,False,False,Av. Asamblea,821,,Parque Chacabuco,Comuna 7,1424,C1424COJ
11669,-58.4387147061011,-34.6143958062375,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Avellaneda 551,CABA,1,False,False,Av. Avellaneda,551,,Caballito,Comuna 6,1405,C1405CNF
11180,-58.3905386701531,-34.6137480272535,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Belgrano 1715,CABA,2,False,False,Av. Belgrano,1715,,Monserrat,Comuna 1,1093,C1093AAF
11188,-58.4098304944912,-34.6152659675843,BANCO DE LA NACION ARGENTINA,LINK,Av. Belgrano 3106,CABA,1,False,False,Av. Belgrano,3106,,Balvanera,Comuna 3,1209,C1209AAQ
11390,-58.3781191401532,-34.6128690678194,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Belgrano 840, entre Tacuarí y Piedras",CABA,1,False,False,Av. Belgrano,840,,Monserrat,Comuna 1,1092,C1092AAV
10965,-58.4163938225555,-34.6224300989256,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Boedo 800,CABA,4,False,False,Av. Boedo,800,,Boedo,Comuna 5,1218,C1218AAQ
10964,-58.4162358235091,-34.6234931239576,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Boedo 870,CABA,4,False,False,Av. Boedo,870,,Boedo,Comuna 5,1218,C1218AAR
11518,-58.4569245596782,-34.6263399893271,BANCO DE LA NACION ARGENTINA,LINK,Av. Boyacá 32,CABA,3,False,False,Av. Boyacá,32,,Flores,Comuna 7,1406,C1406BGB
10951,-58.4479107640542,-34.5684307135644,BANCO PIANO S.A.,LINK,Av. Cabildo 1181,CABA,1,False,False,Av. Cabildo,1181,,Palermo,Comuna 14,1426,C1426AAL
10952,-58.4516389070595,-34.5664696506279,CABAL COOP. LTDA.,LINK,Av. Cabildo 1546,CABA,3,False,False,Av. Cabildo,1546,,Colegiales,Comuna 13,1426,C1426ABP
10950,-58.4551180354424,-34.5639335758209,BANCO DE LA NACION ARGENTINA,LINK,Av. Cabildo 1900,CABA,3,False,False,Av. Cabildo,1900,,Belgrano,Comuna 13,1428,C1428AAN
10959,-58.4557990574343,-34.5629995512158,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Cabildo 1999,CABA,7,False,False,Av. Cabildo,1999,,Belgrano,Comuna 13,1428,C1428AAB
10958,-58.4575401171377,-34.5610974993738,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cabildo 2201,CABA,6,False,False,Av. Cabildo,2201,,Belgrano,Comuna 13,1428,C1428AAE
11192,-58.4625652883172,-34.5554513462002,BANCO DE LA NACION ARGENTINA,LINK,Av. Cabildo 2902,CABA,3,False,False,Av. Cabildo,2902,,Nuñez,Comuna 13,1429,C1429AAN
11193,-58.463017304114,-34.5549993336946,CABAL COOP. LTDA.,LINK,Av. Cabildo 2945,CABA,3,False,False,Av. Cabildo,2945,,Nuñez,Comuna 13,1429,C1429AAA
11197,-58.4629972995642,-34.5544823220267,BANCO HIPOTECARIO S.A.,LINK,Av. Cabildo 2971,CABA,2,False,False,Av. Cabildo,2971,,Nuñez,Comuna 13,1429,C1429AAA
11194,-58.4641853451265,-34.5538583019942,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Cabildo 3061, entre Quesada y Iberá",CABA,7,False,False,Av. Cabildo,3061,,Nuñez,Comuna 13,1429,C1429AAB
11198,-58.4690545080262,-34.5479791443138,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Cabildo 3802,CABA,4,False,False,Av. Cabildo,3802,,Saavedra,Comuna 12,1429,C1429AAW
11773,-58.4439006093504,-34.5704187784971,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cabildo 690 esquina Olleros,CABA,2,False,False,Av. Cabildo,690,,Colegiales,Comuna 13,1426,C1426AAT
10955,-58.4533589733198,-34.5656046224954,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Cabildo s/n, entre J. Hernandez y La Pampa",CABA,1,False,False,,0,,,,,
10954,-58.4445076327111,-34.5701097684844,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Cabildo s/n, entre Olleros y Av. Federico Lacr",CABA,1,False,False,,0,,,,,
10953,-58.4625592881291,-34.5554603464345,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cabildo S/N esquina Congreso piso -,CABA,1,False,False,,0,,,,,
11014,-58.3920296919928,-34.6080048889525,BANCO DE LA NACION ARGENTINA,LINK,Av. Callao 101,CABA,5,False,False,Av. Callao,101,,San Nicolas,Comuna 1,1022,C1022AAB
10998,-58.3930696341791,-34.5937705592642,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Callao 1306,CABA,7,False,False,Av. Callao,1306,,Recoleta,Comuna 2,1023,C1023AAT
11045,-58.3921266874099,-34.6067908607866,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Callao 201,CABA,6,False,False,Av. Callao,201,,San Nicolas,Comuna 1,1022,C1022AAC
11184,-58.3921836835124,-34.60590884039,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Callao 270,CABA,2,False,False,Av. Callao,270,,Balvanera,Comuna 3,1022,C1022AAP
11404,-58.3920976775574,-34.6055828333742,BANCO DE LA NACION ARGENTINA,LINK,Av. Callao 302,CABA,2,False,False,Av. Callao,302,,Balvanera,Comuna 3,1022,C1022AAQ
11166,-58.3922916774224,-34.6044188058774,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Callao S/N esquina Av. Corrientes,CABA,1,False,False,,0,,,,,
11684,-58.391369852364,-34.634332493015,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Caseros 2061,CABA,1,False,False,Av. Caseros,2061,,Parque Patricios,Comuna 4,1264,C1264AAA
11687,-58.4010402742367,-34.6362834902835,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Caseros 2736, entre Catamarca y Lavardén",CABA,3,False,False,Av. Caseros,2736,,Parque Patricios,Comuna 4,1264,C1264AAU
11686,-58.4035983855703,-34.6367624887067,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Caseros 2890,CABA,2,False,False,Av. Caseros,2890,,Parque Patricios,Comuna 4,1264,C1264AAV
11682,-58.4037873936788,-34.6367814882158,BANCO DE LA NACION ARGENTINA,LINK,Av. Caseros 2902,CABA,2,False,False,Av. Caseros,2902,,Parque Patricios,Comuna 4,1264,C1264AAW
11689,-58.4044984246304,-34.6369154877966,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Caseros 2935,CABA,3,False,False,Av. Caseros,2935,,Parque Patricios,Comuna 4,1264,C1264AAJ
11688,-58.4053464614327,-34.6370594869351,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Caseros 2980 esquina Dean Funes,CABA,1,False,False,Av. Caseros,2980,,Parque Patricios,Comuna 4,1264,C1264AAW
11685,-58.4108697012482,-34.6380144817075,CABAL COOP. LTDA.,LINK,Av. Caseros 3267,CABA,2,False,False,Av. Caseros,3267,,Parque Patricios,Comuna 4,1263,C1263AAB
11727,-58.4561739531682,-34.6853703414119,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cnel. Roca 5252,CABA,1,False,False,Av. Cnel. Roca,5252,,Villa Riachuelo,Comuna 8,1439,C1439DVN
11732,-58.4684005470132,-34.6961515277707,CAJERO EXPRESS,LINK,Av. Cnel. Roca 6787,CABA,1,False,False,Av. Cnel. Roca,6787,,Villa Riachuelo,Comuna 8,1439,C1439DWE
11711,-58.3704936570391,-34.5902055880975,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Comodoro Py 2002,CABA,3,False,False,Av. Comodoro Py,2002,,Retiro,Comuna 1,1104,C1104BEN
11722,-58.370544660037,-34.5903245905621,BANCO DE LA NACION ARGENTINA,LINK,Av. Comodoro Py 2055,CABA,2,False,False,Av. Comodoro Py,2055,,Retiro,Comuna 1,1104,C1104BEA
11231,-58.5001570171623,-34.5756906220742,BANCO DE LA NACION ARGENTINA,LINK,Av. Constituyentes 5451,CABA,2,False,False,Av. Constituyentes,5451,,Villa Urquiza,Comuna 12,1431,C1431EZF
10989,-58.388535483225,-34.5994007097744,CABAL COOP. LTDA.,LINK,Av. Cordoba 1527,CABA,2,False,False,Av. Cordoba,1527,,Recoleta,Comuna 2,1055,C1055AAF
11002,-58.3885574833316,-34.5992857070445,CABAL COOP. LTDA.,LINK,Av. Córdoba 1527,CABA,1,False,False,Av. Córdoba,1527,,Recoleta,Comuna 2,1055,C1055AAF
10990,-58.4030050894078,-34.5988646268761,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cordoba 2543,CABA,4,False,False,Av. Cordoba,2543,,Recoleta,Comuna 2,1120,C1120AAH
11209,-58.4281021235319,-34.595538428249,BANCO DE LA NACION ARGENTINA,LINK,Av. Córdoba 4402,CABA,2,False,False,Av. Córdoba,4402,,Villa Crespo,Comuna 15,1414,C1414BAP
11792,-58.4446087411562,-34.5846470991325,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Córdoba 5991, entre Arévalo y Av. Dorrego",CABA,2,False,False,Av. Córdoba,5991,,Palermo,Comuna 14,1414,C1414BBF
11765,-58.4464728134193,-34.583770070008,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Cordoba 6103 esquina Concepción Arenal,CABA,1,False,False,Av. Cordoba,6103,,Chacarita,Comuna 15,1427,C1427BZB
11705,-58.3764529695461,-34.59880175506,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Córdoba 675, entre Florida y Maipu",CABA,2,False,False,Av. Córdoba,675,,Retiro,Comuna 1,1054,C1054AAF
11037,-58.3800481222844,-34.5989647412448,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,"Av. Córdoba 924/34, entre Suipacha y Carlos Pelleg",CABA,1,False,False,Av. Córdoba,924,,San Nicolas,Comuna 1,1054,C1054AAV
11170,-58.3979968847353,-34.5997686719627,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Cordoba s/n, entre Uriburu y Junin",CABA,1,False,False,,0,,,,,
11022,-58.3867514412183,-34.6040528245788,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Corrientes 1418, entre Uruguay y Paraná",CABA,4,False,False,Av. Corrientes,1418,,San Nicolas,Comuna 1,1042,C1042AAN
11039,-58.388967535726,-34.604202817182,CABAL COOP. LTDA.,LINK,Av. Corrientes 1574,CABA,2,False,False,Av. Corrientes,1574,,San Nicolas,Comuna 1,1042,C1042AAO
11191,-58.3928496990139,-34.6041477969713,CABAL COOP. LTDA.,LINK,Av Corrientes 1813,CABA,1,False,False,Av Corrientes,1813,,Balvanera,Comuna 3,1045,C1045AAA
11162,-58.3975699007972,-34.6045357827633,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 2156,CABA,4,False,False,Av. Corrientes,2156,,Balvanera,Comuna 3,1045,C1045AAQ
11163,-58.3979019148525,-34.6045437813236,CABAL COOP. LTDA.,LINK,Av. Corrientes 2187,CABA,2,False,False,Av. Corrientes,2187,,Balvanera,Comuna 3,1045,C1045AAD
11178,-58.4025411117102,-34.6047207626885,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Corrientes 2528, entre Larrea y Paso",CABA,2,False,False,Av. Corrientes,2528,,Balvanera,Comuna 3,1046,C1046AAQ
11190,-58.4033871456919,-34.6044847531704,BANCO DE COMERCIO,LINK,Av Corrientes 2587 esquina Paso,CABA,1,False,False,Av Corrientes,2587,,Balvanera,Comuna 3,1046,C1046AAD
11179,-58.4096694072802,-34.6040277120291,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,"Av. Corrientes 3153, entre Jean Jaures y Anchorena",CABA,3,False,False,Av. Corrientes,3153,,Balvanera,Comuna 3,1193,C1193AAD
11186,-58.4109814624086,-34.6040017050183,BANCO HIPOTECARIO S.A.,LINK,Av. Corrientes 3247,CABA,2,False,False,Av. Corrientes,3247,,Balvanera,Comuna 3,1193,C1193AAE
11173,-58.4117534955073,-34.6040787029977,CABAL COOP. LTDA.,LINK,Av. Corrientes 3300,CABA,2,False,False,Av. Corrientes,3300,,Balvanera,Comuna 3,1193,C1193AAR
11164,-58.4117534955073,-34.6040787029977,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 3302,CABA,1,False,False,Av. Corrientes,3302,,Balvanera,Comuna 3,1193,C1193AAS
11029,-58.3716737982794,-34.603042875086,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 345,CABA,2,False,False,Av. Corrientes,345,,San Nicolas,Comuna 1,1043,C1043AAD
11420,-58.4182777659169,-34.6034306562941,BANCO HIPOTECARIO S.A.,LINK,Av. Corrientes 3820,CABA,2,False,False,Av. Corrientes,3820,,Almagro,Comuna 5,1194,C1194AAR
11415,-58.4216249043636,-34.6030596314478,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 4043,CABA,3,False,False,Av. Corrientes,4043,,Almagro,Comuna 5,1194,C1194AAG
11417,-58.4218459138739,-34.6030866309814,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 4055 esquina Medrano,CABA,1,False,False,Av. Corrientes,4055,,Almagro,Comuna 5,1194,C1194AAG
11416,-58.4229129580323,-34.6029716231341,CABAL COOP. LTDA.,LINK,Av. Corrientes 4124/28,CABA,4,False,False,Av. Corrientes,4124,,Almagro,Comuna 5,1195,C1195AAN
11418,-58.4253160574377,-34.6027066053226,BANCO DE LA NACION ARGENTINA,LINK,"Av. Corrientes 4279, entre Gascón y Palestina",CABA,3,False,False,Av. Corrientes,4279,,Almagro,Comuna 5,1195,C1195AAB
11213,-58.4371175385033,-34.6004174953007,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5066 esquina Araoz,CABA,1,False,False,Av. Corrientes,5066,,Villa Crespo,Comuna 15,1414,C1414AJQ
11212,-58.4394906298615,-34.5992084561014,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5273,CABA,2,False,False,Av. Corrientes,5273,,Villa Crespo,Comuna 15,1414,C1414AJF
11205,-58.4406736720601,-34.5981394259294,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 5399,CABA,4,False,False,Av. Corrientes,5399,,Villa Crespo,Comuna 15,1414,C1414AJG
11208,-58.4407506752771,-34.5981354254605,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 5401,CABA,3,False,False,Av. Corrientes,5401,,Villa Crespo,Comuna 15,1414,C1414AJH
11169,-58.4119655045669,-34.6040957023482,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Aguero,CABA,1,False,False,,0,,,,,
11768,-58.4475779170945,-34.5917322460223,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Dorrego,CABA,1,False,False,,0,,,,,
11767,-58.4549901935044,-34.5867210954539,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Federico Lacroce,CABA,1,False,False,,0,,,,,
11168,-58.3994759817315,-34.6046157752743,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pasteur,CABA,1,False,False,,0,,,,,
11165,-58.4055012351652,-34.6045327439296,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pueyrredon,CABA,1,False,False,,0,,,,,
11167,-58.3864774294724,-34.6040258253004,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Uruguay,CABA,1,False,False,,0,,,,,
10887,-58.4243103602025,-34.6508377087087,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Del Barco Centenera 2906,CABA,3,False,False,Av. Del Barco Centenera,2906,,Nueva Pompeya,Comuna 4,1437,C1437ACO
11195,-58.4504167629805,-34.5535453624165,CABAL COOP. LTDA.,LINK,Av. Del Libertador 6335,CABA,2,False,False,Av. Del Libertador,6335,,Belgrano,Comuna 13,1428,C1428ARG
11532,-58.464604259589,-34.5394649724758,BANCO DE LA NACION ARGENTINA,LINK,Av. Del Libertador 8250,CABA,1,False,False,Av. Del Libertador,8250,,Nuñez,Comuna 13,1429,C1429BNP
11710,-58.3707456360127,-34.5857624855816,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901,CABA,2,False,False,Av. De Los Inmigrantes,1901,,Retiro,Comuna 1,1104,C1104ADB
11702,-58.3704846246468,-34.5857114856906,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901 esquina Av. Antártida,CABA,1,False,False,Av. De Los Inmigrantes,1901,,Retiro,Comuna 1,1104,C1104ADB
11723,-58.371447673677,-34.5868955079889,BANCO DE LA NACION ARGENTINA,LINK,Av. De Los Inmigrantes 2048,CABA,1,False,False,Av. De Los Inmigrantes,2048,,Retiro,Comuna 1,1104,C1104ADP
11394,-58.3868964856702,-34.6094219463419,BANCO DE LA NACION ARGENTINA,LINK,Av. De Mayo 1464,CABA,3,False,False,Av. De Mayo,1464,,Monserrat,Comuna 1,1085,C1085ABR
11388,-58.3738219280074,-34.60853298985,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo 525,CABA,1,False,False,Av. De Mayo,525,,Monserrat,Comuna 1,1084,C1084AAA
11383,-58.380628218302,-34.6089939671696,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo S/N esquina Bernardo De Yrigoyen piso,CABA,1,False,False,,0,,,,,
11663,-58.4379136321132,-34.6087906823249,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Díaz Velez 5044,CABA,1,False,False,Av. Díaz Velez,5044,,Caballito,Comuna 6,1405,C1405DCS
11666,-58.4452900927735,-34.6296341216491,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Directorio 1251,CABA,1,False,False,Av. Directorio,1251,,Caballito,Comuna 6,1406,C1406GZB
10982,-58.4650847327878,-34.6025734071643,CABAL COOP. LTDA.,LINK,Av. Donato Alvarez 2137,CABA,2,False,False,Av. Donato Alvarez,2137,,Paternal,Comuna 15,1416,C1416BTK
11215,-58.4520211647537,-34.6001474160286,CABAL COOP. LTDA.,LINK,Av. Dr. Honorio Pueyrredón 1891,CABA,2,False,False,Av. Dr. Honorio Pueyrredón,1891,,Villa Crespo,Comuna 15,1414,C1414CEH
11774,-58.4593182765532,-34.5728807589346,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Elcano 3174,CABA,1,False,False,Av. Elcano,3174,,Colegiales,Comuna 13,1426,C1426EJP
11203,-58.391618767873,-34.6210481885572,CABAL COOP. LTDA.,LINK,Av. Entre Ríos 1062,CABA,3,False,False,Av. Entre Ríos,1062,,Constitucion,Comuna 1,1080,C1080ABR
11200,-58.3914937745971,-34.6227262274644,BANCO DE LA NACION ARGENTINA,LINK,Av. Entre Ríos 1201,CABA,4,False,False,Av. Entre Ríos,1201,,San Cristobal,Comuna 3,1133,C1133AAA
11199,-58.3914397761158,-34.6232572398476,BANCO PIANO S.A.,LINK,Av. Entre Rios 1238,CABA,1,False,False,Av. Entre Rios,1238,,Constitucion,Comuna 1,1133,C1133AAN
11675,-58.3912417889998,-34.6262273086056,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Entre Ríos 1492 esquina Pavon,CABA,1,False,False,Av. Entre Ríos,1492,,Constitucion,Comuna 1,1133,C1133AAP
11681,-58.3517621115034,-34.624508461907,BANCO DE LA NACION ARGENTINA,LINK,Av. España 2591,CABA,1,False,False,Av. España,2591,,Boca,Comuna 4,1107,C1107AMF
11680,-58.3432847490751,-34.623830487682,CABAL COOP. LTDA.,LINK,Av. España 3091,CABA,1,False,False,Av. España,3091,,Boca,Comuna 4,1107,C1107AMK
11523,-58.4569536674466,-34.6411483271697,BANCO DE LA NACION ARGENTINA,LINK,"Av. Eva Perón 2616, entre Varela y Arrotea",CABA,2,False,False,Av. Eva Perón,2616,,Flores,Comuna 7,1406,C1406HNO
10981,-58.4768796158229,-34.6561295712005,CABAL COOP. LTDA.,LINK,Av. Eva Perón 4735,CABA,3,False,False,Av. Eva Perón,4735,,Parque Avellaneda,Comuna 9,1407,C1407HUL
10980,-58.4778216617643,-34.6569895862019,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Eva Perón 4834/36,CABA,3,False,False,Av. Eva Perón,4834,,Parque Avellaneda,Comuna 9,1407,C1407HUZ
11216,-58.5243733102474,-34.6134883637835,BANCO DE LA NACION ARGENTINA,LINK,Av. Fco. Beiró 5252,CABA,2,False,False,Av. Fco. Beiró,5252,,Villa Devoto,Comuna 11,1419,C1419IAO
11434,-58.5257773764205,-34.6144563789134,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Fco. Beiró 5327,CABA,3,False,False,Av. Fco. Beiró,5327,,Villa Real,Comuna 10,1419,C1419IAC
